0, 0.192559, 5.034723
1, 0.183963, 4.872986
2, 0.174835, 4.671330
3, 0.165387, 4.437089
4, 0.155713, 4.165338
5, 0.145864, 3.856970
6, 0.135867, 3.500930
7, 0.125737, 3.088721
8, 0.115488, 2.606186
9, 0.105115, 2.074564
10, 0.094621, 1.485174
11, 0.084019, 0.903553
12, 0.079438, 0.687380
13, 0.078778, 1.227194
14, 0.080702, 1.310539
15, 0.084398, 1.071693
16, 0.089341, 0.645919
17, 0.092673, 0.578818
18, 0.094671, 0.787613
19, 0.095529, 0.906505
20, 0.095389, 0.955886
21, 0.094355, 0.947739
22, 0.092503, 0.887758
23, 0.089885, 0.778018
24, 0.086533, 0.613810
25, 0.083954, 0.452793
26, 0.083421, 0.694812
27, 0.084622, 0.754611
28, 0.087172, 0.621652
29, 0.088630, 0.450600
30, 0.089130, 0.534911
31, 0.088635, 0.564753
32, 0.087374, 0.535246
33, 0.085395, 0.462559
34, 0.085096, 0.541637
35, 0.086268, 0.572816
36, 0.087752, 0.460749
37, 0.088276, 0.484410
38, 0.087940, 0.514951
39, 0.086819, 0.495395
40, 0.086223, 0.444204
41, 0.086690, 0.463712
42, 0.087538, 0.448087
43, 0.087464, 0.472305
44, 0.086552, 0.467903
45, 0.086157, 0.452199
46, 0.086822, 0.468332
47, 0.087858, 0.444126
48, 0.087940, 0.490577
49, 0.087163, 0.495414
50, 0.085593, 0.450068
51, 0.085690, 0.521040
52, 0.087248, 0.511963
53, 0.087805, 0.455122
54, 0.087468, 0.487520
55, 0.086315, 0.468125
56, 0.085706, 0.459344
57, 0.086641, 0.510310
58, 0.087919, 0.449554
59, 0.088227, 0.494145
60, 0.087666, 0.512129
61, 0.086306, 0.479320
62, 0.085515, 0.459604
63, 0.086308, 0.529102
64, 0.087465, 0.459540
65, 0.087648, 0.467980
66, 0.086954, 0.478269
67, 0.086761, 0.440220
68, 0.087028, 0.445936
69, 0.086386, 0.442042
70, 0.086253, 0.457195
71, 0.087184, 0.461584
72, 0.087138, 0.451315
73, 0.086209, 0.448572
74, 0.086428, 0.464688
75, 0.087076, 0.455943
76, 0.086767, 0.444903
77, 0.086937, 0.445773
78, 0.087541, 0.440718
79, 0.087191, 0.472467
80, 0.085971, 0.451716
81, 0.086428, 0.483025
82, 0.087297, 0.455922
83, 0.087181, 0.458008
84, 0.086174, 0.451127
85, 0.086342, 0.467144
